yorum,aspect,gercek_sentiment,tahmin_sentiment
Ürün beklediğimden çok daha güzel geldi paketlemesi de çok iyiydi fiyatı da şimdiki bilgisayarlara göre çok uygun...,ambalaj,pozitif,pozitif
Ürün beklediğimden çok daha güzel geldi paketlemesi de çok iyiydi fiyatı da şimdiki bilgisayarlara göre çok uygun...,genel,pozitif,yok
ürün 10 numara 5 yıldiz efsanee tam benim aradigimm,genel,pozitif,pozitif
"tereddütlerım vardı akşam, sıparıs, verdım sabahında geldı kızım ıcın...",kargo,pozitif,yok
"tereddütlerım vardı akşam, sıparıs, verdım sabahında geldı kızım ıcın...",genel,pozitif,pozitif
teşekkür ederim gayet memnunum çok beğendim,genel,pozitif,pozitif
"oğluma aldık. çok memnun, çok kullanışlı. ev kullanıcısı için harika. hızlı teslimat için teşekkürler.",kargo,pozitif,pozitif
"oğluma aldık. çok memnun, çok kullanışlı. ev kullanıcısı için harika. hızlı teslimat için teşekkürler.",genel,pozitif,yok
leptop çok güzel hızlı geldi teşekkür ederim,kargo,pozitif,pozitif
leptop çok güzel hızlı geldi teşekkür ederim,genel,pozitif,yok
Bir aydan az bir süredir kullanıyorum. Üniversite ve ofis işleri almıştım. Şimdilik her şey güzel,genel,pozitif,pozitif
Güzel ürün ben ders çalışmak için almıştım işimi görüyor,genel,pozitif,pozitif
kardeşime aldım çok güzel...,fiyat,yok,pozitif
kardeşime aldım çok güzel...,genel,pozitif,yok
harika teşekkür ederim herşey için iyiki varsınız,genel,pozitif,pozitif
ben beğendim sadece YouTube ve PDFlerim için kısacası kpss çalışacaktım...,genel,pozitif,pozitif
beklediğimden de iyi çıktı satıcı çok ilgi teşekkürler,kalite,yok,pozitif
beklediğimden de iyi çıktı satıcı çok ilgi teşekkürler,genel,pozitif,yok
Öğrenci için almıştım çok süper,genel,pozitif,pozitif
Öncelikle firmaya teşekkür ederim 1 günde Elime ulaştı Alıcak olan arkadaşlara tavsiye ederim...,kargo,pozitif,pozitif
Öncelikle firmaya teşekkür ederim 1 günde Elime ulaştı Alıcak olan arkadaşlara tavsiye ederim...,genel,pozitif,yok
çok beğendim fiyat olarak da çok uygun,fiyat,pozitif,pozitif
çok beğendim fiyat olarak da çok uygun,genel,pozitif,yok
Kızım için aldım çok beğendi teşekkürler,fiyat,yok,pozitif
Kızım için aldım çok beğendi teşekkürler,genel,pozitif,yok
Ürünü alırken başlarda tereddüt etmiştim alsam mı almasam mı diye kararsız kalmıştım. Laptop kurulumu kendisi yapıyor Şarjı dayanaklı Paketleme kusursuz yapılmı,kalite,yok,pozitif
Ürünü alırken başlarda tereddüt etmiştim alsam mı almasam mı diye kararsız kalmıştım. Laptop kurulumu kendisi yapıyor Şarjı dayanaklı Paketleme kusursuz yapılmı,batarya,pozitif,pozitif
Ürünü alırken başlarda tereddüt etmiştim alsam mı almasam mı diye kararsız kalmıştım. Laptop kurulumu kendisi yapıyor Şarjı dayanaklı Paketleme kusursuz yapılmı,ambalaj,pozitif,pozitif
Ürünü alırken başlarda tereddüt etmiştim alsam mı almasam mı diye kararsız kalmıştım. Laptop kurulumu kendisi yapıyor Şarjı dayanaklı Paketleme kusursuz yapılmı,genel,notr,notr
hemşirelik öğrencisiyim ben memnunum kullanışı rahat gayet iyi .,genel,pozitif,pozitif
kuzenim üniversite için almıştı çok memnun kalınca bana da tavsiye etti...,genel,pozitif,pozitif
Kuzenim almıştı bende ondan görüp aldım çok hafif ince ve fiyatına göre iyi bir ürün...,fiyat,pozitif,pozitif
Kuzenim almıştı bende ondan görüp aldım çok hafif ince ve fiyatına göre iyi bir ürün...,genel,pozitif,yok
Ürün elime ulaştı paketleme çok özenliydi tavsiye ederim...,kargo,pozitif,pozitif
Ürün elime ulaştı paketleme çok özenliydi tavsiye ederim...,ambalaj,pozitif,pozitif
gerçekten müthiş bir ürün. öğrenciyim ve işimi görüyor şarjı çok uzun süre gidiyor ses kalitesi beklediğimden de iyi bayıldımmm...,kalite,yok,pozitif
gerçekten müthiş bir ürün. öğrenciyim ve işimi görüyor şarjı çok uzun süre gidiyor ses kalitesi beklediğimden de iyi bayıldımmm...,batarya,pozitif,pozitif
gerçekten müthiş bir ürün. öğrenciyim ve işimi görüyor şarjı çok uzun süre gidiyor ses kalitesi beklediğimden de iyi bayıldımmm...,ses_goruntu,pozitif,pozitif
gerçekten müthiş bir ürün. öğrenciyim ve işimi görüyor şarjı çok uzun süre gidiyor ses kalitesi beklediğimden de iyi bayıldımmm...,genel,pozitif,pozitif
Beklediğimden daha iyi eski Laptopda benim aynı markaydı bozulunca acil laptop ihtiyacım oldu...,kalite,yok,pozitif
Beklediğimden daha iyi eski Laptopda benim aynı markaydı bozulunca acil laptop ihtiyacım oldu...,genel,pozitif,yok
çok beğendim gayet güzel ve hızlı geldi,kargo,pozitif,pozitif
çok beğendim gayet güzel ve hızlı geldi,genel,pozitif,yok
çok güzel bir ürün iyi paketlenmisti hızlı kargo,kargo,pozitif,pozitif
çok güzel bir ürün iyi paketlenmisti hızlı kargo,ambalaj,pozitif,pozitif
çok güzel bir ürün iyi paketlenmisti hızlı kargo,genel,pozitif,yok
ben bilgisayarı beğendim tam bir fiyat performans ürünü çok şık ince duruyor ve kolay taşınabiliyor,fiyat,notr,notr
ben bilgisayarı beğendim tam bir fiyat performans ürünü çok şık ince duruyor ve kolay taşınabiliyor,genel,pozitif,yok
Mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum...,kalite,yok,pozitif
Mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum...,fiyat,pozitif,yok
Mayis ayında aldim 5380 e memnunum günlük işleri yapıyorum...,genel,pozitif,yok
ürün guzel bir şekilde paketlenmiş ve sağlam elimize geçti...,kargo,pozitif,yok
ürün guzel bir şekilde paketlenmiş ve sağlam elimize geçti...,ambalaj,pozitif,pozitif
ürün guzel bir şekilde paketlenmiş ve sağlam elimize geçti...,genel,pozitif,yok
Gerçekten laptop mükemmel paketleme harikaydı,ambalaj,pozitif,pozitif
Gerçekten laptop mükemmel paketleme harikaydı,genel,pozitif,yok
tavsiye ederim bilgisayar çok güzel çalışıyor maşallah,genel,pozitif,pozitif
Beklediğim den çok daha güzel geldi hiç bir hasar yoktu bilgisayar asla kasmıyor...,kargo,yok,pozitif
Beklediğim den çok daha güzel geldi hiç bir hasar yoktu bilgisayar asla kasmıyor...,genel,pozitif,yok
kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı...,fiyat,pozitif,pozitif
kızıma üniversitesi için aldım çok uygun fiyata ve umduğumuz dan daha iyi çıktı...,genel,pozitif,yok
ürün iyi paketleme güzeldi severek kullanıyorum,ambalaj,pozitif,pozitif
ürün iyi paketleme güzeldi severek kullanıyorum,genel,pozitif,yok
Ürün sapa sağlam geldi bir gün sonra kargo teslim edildi . İş yerim için aldım...,kargo,pozitif,pozitif
Ürün sapa sağlam geldi bir gün sonra kargo teslim edildi . İş yerim için aldım...,kalite,pozitif,yok
Ürün sapa sağlam geldi bir gün sonra kargo teslim edildi . İş yerim için aldım...,fiyat,yok,notr
gayet iyi kurulumu basit gayet hızlı sıfır kutusunda geliyor...,ambalaj,yok,pozitif
gayet iyi kurulumu basit gayet hızlı sıfır kutusunda geliyor...,genel,pozitif,yok
çok güzel şık ve kullanışlı tavsiye ederim almak isteyen alsin bende okul için aldım tavsiye ederim,fiyat,yok,pozitif
çok güzel şık ve kullanışlı tavsiye ederim almak isteyen alsin bende okul için aldım tavsiye ederim,genel,pozitif,yok
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler...,kargo,pozitif,pozitif
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler...,kalite,yok,pozitif
sorunsuz geldi paketleme sağlam yapılmıştı satıcıya teşekkürler...,ambalaj,pozitif,pozitif
Çantamla çok güzel kombin oldu,genel,pozitif,pozitif
efsane işimi rahatlıkla görür öğrenciler için tavsiye ederim,genel,pozitif,pozitif
Çok güzel sağlam geldi 11 inde şipariş verdim ayın 12 si geldi...,kargo,pozitif,pozitif
Çok güzel sağlam geldi 11 inde şipariş verdim ayın 12 si geldi...,kalite,pozitif,yok
Ürün gayet sağlam kurulum kolay paketleme gayet iyiydi...,kalite,pozitif,yok
Ürün gayet sağlam kurulum kolay paketleme gayet iyiydi...,ambalaj,pozitif,pozitif
Ürün gayet sağlam kurulum kolay paketleme gayet iyiydi...,genel,pozitif,yok
online eğitim için aldım çok kullanışlı şık bı laptop,fiyat,yok,pozitif
online eğitim için aldım çok kullanışlı şık bı laptop,genel,pozitif,yok
Gerçekten bayıldım özellikle de hemen yorum yapmak istemedim tam bir ay oldu kullanalı...,genel,pozitif,pozitif
Yaklaşık 3 4 aydır kullanıyorum kesinlikle hiç bir sorun yaşamadım...,genel,pozitif,pozitif
Kurulumu kendim yaptım çok güzel zarif bir bilgisayar beğendim kargo da sağlam geldi,kargo,pozitif,pozitif
Kurulumu kendim yaptım çok güzel zarif bir bilgisayar beğendim kargo da sağlam geldi,genel,pozitif,yok
Hasarsız geldi paketleme çok iyiydi teşekkür ederim,kargo,pozitif,pozitif
Hasarsız geldi paketleme çok iyiydi teşekkür ederim,ambalaj,pozitif,pozitif
aslında 2 tane sipariş verecektim ama bı sorun yaşamaktan korktum... Ürün çok güzel hızlı kargolama da güzel,kargo,pozitif,pozitif
aslında 2 tane sipariş verecektim ama bı sorun yaşamaktan korktum... Ürün çok güzel hızlı kargolama da güzel,genel,pozitif,yok
ürün güzel satışı çok güzel paketlemiş göndermişti...,ambalaj,pozitif,pozitif
ürün güzel satışı çok güzel paketlemiş göndermişti...,genel,pozitif,yok
6 aydır kullanıyorum çok memnunum f/p ürünü,fiyat,notr,yok
6 aydır kullanıyorum çok memnunum f/p ürünü,genel,pozitif,pozitif
öncelikle satıcı ürünü çok kısa süre içerisinde kargoladı ve elime ulaştı. bilgisayar tam bir öğrenci bilgisayarı alalı birkaç hafta oldu oyun vs indirince yava,kargo,pozitif,pozitif
öncelikle satıcı ürünü çok kısa süre içerisinde kargoladı ve elime ulaştı. bilgisayar tam bir öğrenci bilgisayarı alalı birkaç hafta oldu oyun vs indirince yava,genel,negatif,yok
siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,kalite,negatif,negatif
siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,ambalaj,yok,negatif
siz ne biçim satıcısınız bozuk ürünü bana kakaladınız 2 günde bozuldu ürün açıldı diye kabul etmiyorsunuz böyle saçmalık mı olur yazıklar olsun,genel,negatif,yok
Kesinlikle tavsiye etmiyorum satıcıya sorup almıştım. Fakat daha alalı 1 hafta olmadan güncelleme alırken donup kaldı. Garantiye gönderdim içerisine herhangi bi,genel,negatif,negatif
Youtubeye girmek 15 dk sürüyor tavsiye etmiyorum,genel,negatif,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",fiyat,yok,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",batarya,negatif,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",ses_goruntu,negatif,negatif
"paranızı çöp etmeyin kesinlikle almayın daha alalı bir ay olmadı kendi kendine ses gidiyor geri gelmiyor, film izlerken donuyor ekran, sarji 5 dakikada bitiyor",genel,negatif,yok
hayatımda gördüğüm en kötü bilgisayar olabilir iade etsem şu dakikada iade edebilirdim bilgisayarı açıyorum Bir saat sonra bekliyorum ki açılsın ben hayatta bu,genel,negatif,negatif
kargom kayıp 😒,kargo,negatif,negatif
çok yavaş maalesef iade,genel,negatif,negatif
ürünün birkaç yerinde çizik ses sistemi çok kötü,kalite,negatif,yok
ürünün birkaç yerinde çizik ses sistemi çok kötü,ses_goruntu,negatif,negatif
Aşırı derece de yavaş ve donma yapıyor Google dahi giremiyor daha önce hiç böyle bir laptop görmedim. İade ediyorum.,kalite,yok,negatif
Aşırı derece de yavaş ve donma yapıyor Google dahi giremiyor daha önce hiç böyle bir laptop görmedim. İade ediyorum.,genel,negatif,yok
Ürün kendi kendine kasıp dönüyor açılmıyor bazen tema vs tıkanıyor..,genel,negatif,negatif
ben ürünü iade ettim ucretimi talep ediyorum,genel,negatif,negatif
Ürün 6 ay içinde kullanılmaz hale geldi servis 16 bin tl istedi garantili olmasıda  bir işe taramıyor bu konuda ne yapabilirsiniz,kargo,yok,negatif
Ürün 6 ay içinde kullanılmaz hale geldi servis 16 bin tl istedi garantili olmasıda  bir işe taramıyor bu konuda ne yapabilirsiniz,kalite,negatif,yok
Ürün 6 ay içinde kullanılmaz hale geldi servis 16 bin tl istedi garantili olmasıda  bir işe taramıyor bu konuda ne yapabilirsiniz,genel,negatif,yok
kamerası çalışmıyo internet çok kasıyor ayrıca çok yavaş hiç beğenmedim iade ettim,kalite,negatif,yok
kamerası çalışmıyo internet çok kasıyor ayrıca çok yavaş hiç beğenmedim iade ettim,ses_goruntu,yok,negatif
kamerası çalışmıyo internet çok kasıyor ayrıca çok yavaş hiç beğenmedim iade ettim,genel,negatif,yok
abi bu ne ya 5 para etmez bu ürün. Yazık değil mi bize. zaten bir hafta da ancak geldi. çıka çıka tam bir hayal kırıklığı çıktı.  en az 3 saat sürdü yüklenip aç,kargo,negatif,pozitif
abi bu ne ya 5 para etmez bu ürün. Yazık değil mi bize. zaten bir hafta da ancak geldi. çıka çıka tam bir hayal kırıklığı çıktı.  en az 3 saat sürdü yüklenip aç,fiyat,yok,negatif
abi bu ne ya 5 para etmez bu ürün. Yazık değil mi bize. zaten bir hafta da ancak geldi. çıka çıka tam bir hayal kırıklığı çıktı.  en az 3 saat sürdü yüklenip aç,genel,negatif,yok
ürün ü iade etmek istiyorum az önce iletişim numarası istedim reddedildi param çöpe gitti tüketici haklarına şikayette bulunacam.,fiyat,yok,negatif
ürün ü iade etmek istiyorum az önce iletişim numarası istedim reddedildi param çöpe gitti tüketici haklarına şikayette bulunacam.,genel,negatif,yok
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,kargo,yok,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,kalite,negatif,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,fiyat,yok,negatif
Hard disk olanı almıştım fakat bana ssd olmayanı gönderilmiş bir türlü kurulum yapamadık iade ettim Casper kalitesi diye düşünmüştüm rezil olduk paramızla,genel,negatif,yok
Güncellenemedi kaç saattir açılamadı,genel,negatif,negatif
Ekran ikinci kullanımda gitti. Resmen depoda durmuş bozuk ürünü satmışsınız. Şikayet edeceğim.,kalite,negatif,yok
Ekran ikinci kullanımda gitti. Resmen depoda durmuş bozuk ürünü satmışsınız. Şikayet edeceğim.,ses_goruntu,negatif,negatif
Ekran ikinci kullanımda gitti. Resmen depoda durmuş bozuk ürünü satmışsınız. Şikayet edeceğim.,genel,yok,negatif
15 kasımda sizden aldım leptop bilgisayar kılavye yazıyı çok geç yazıyor neyden olabilir nasıl yapabilirim acilen dönüş yapsanız,kalite,negatif,yok
15 kasımda sizden aldım leptop bilgisayar kılavye yazıyı çok geç yazıyor neyden olabilir nasıl yapabilirim acilen dönüş yapsanız,fiyat,yok,negatif
15 kasımda sizden aldım leptop bilgisayar kılavye yazıyı çok geç yazıyor neyden olabilir nasıl yapabilirim acilen dönüş yapsanız,genel,negatif,yok
Çok kötü yavaş,genel,negatif,negatif
"Çok kötü daha 1 ayı bitmeden kasmaya başladı, bilgisayardan ses gelmiyor ALMAYIN aldırtmayın!!!!!  çok kötü aldığıma çok pişmanım",ses_goruntu,negatif,negatif
"Çok kötü daha 1 ayı bitmeden kasmaya başladı, bilgisayardan ses gelmiyor ALMAYIN aldırtmayın!!!!!  çok kötü aldığıma çok pişmanım",genel,negatif,negatif
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,kargo,pozitif,negatif
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,fiyat,pozitif,pozitif
Almayın aldırmayın bir youtubeye girmek için yarım saate açılmasını bekledim aşırı donuyor daha sabah geldi bilgisayar yeni açtım. Fiyatı uygun diyecekseniz dem,genel,negatif,yok
aşşırı yavaş. daha yeni olmasına rağmen böyleyse ileride nasıl olur bilemiyorum. basit işler için almama rağmen onları dahi tin tin anca yapıyor. iadeye gönderd,kalite,yok,negatif
aşşırı yavaş. daha yeni olmasına rağmen böyleyse ileride nasıl olur bilemiyorum. basit işler için almama rağmen onları dahi tin tin anca yapıyor. iadeye gönderd,genel,negatif,yok
Güncellenmiyor,genel,notr,notr
keşke almadaydim  ya saçma sapan hiç bir özelliği olmayan ağır çalışan bir bilgisayar tavsiye etmiyorum. ve aşırı hızlı bitiyor şarji dandik bir bilgisayar 👎,batarya,negatif,negatif
keşke almadaydim  ya saçma sapan hiç bir özelliği olmayan ağır çalışan bir bilgisayar tavsiye etmiyorum. ve aşırı hızlı bitiyor şarji dandik bir bilgisayar 👎,genel,negatif,yok
Kesinlikle tavsiye etmiyorum bilgisayarı kurarken hafıza doldu şarjdayken olan şarjıda bitti şuan garantiye gitti ürün şarj 5 dkka bile dayanmıyor,batarya,negatif,negatif
Kesinlikle tavsiye etmiyorum bilgisayarı kurarken hafıza doldu şarjdayken olan şarjıda bitti şuan garantiye gitti ürün şarj 5 dkka bile dayanmıyor,genel,negatif,yok
beğenmedim maalesef çok yavaş,genel,negatif,negatif
Aşırı donuyor iade ettim kabul etmediler. Açılan kullanılan ürün iade alınmıyormuş. Ben bunu kullanmadan yavaş olup olmadığını nereden bileceğim. Tek yaptığım t,genel,negatif,negatif
bozuk bilgisayar Gönderdiler.Sıfır bilgisayar açılmıyor 4 saat oldu halâ güncelleştirme devam ediyor diyor.Sıfır bilgisayar bu nasıl olabilir .değişim istedik y,kalite,negatif,yok
bozuk bilgisayar Gönderdiler.Sıfır bilgisayar açılmıyor 4 saat oldu halâ güncelleştirme devam ediyor diyor.Sıfır bilgisayar bu nasıl olabilir .değişim istedik y,genel,negatif,negatif
Cok yavas donuyor,genel,negatif,negatif
malesef böyle rezil bir şey görmedim 3 saattir ugrasiyoruz bi oturum acmadi bi İnternet bağlantısı yok diyip duruyor yorumlara da baktım malesef kronik sorunu b,genel,negatif,negatif
Çöpün çöpü 5 para etmez,fiyat,yok,negatif
Çöpün çöpü 5 para etmez,genel,negatif,yok
valla sesi gidiyor soyleyim,ses_goruntu,negatif,negatif
ya daha bugün aldım ama PlayStore inmiyor hiçbir şey inmiyor ne yapacağımı bilmiyorum yaa iade edilirse iade edeceğim,fiyat,yok,notr
ya daha bugün aldım ama PlayStore inmiyor hiçbir şey inmiyor ne yapacağımı bilmiyorum yaa iade edilirse iade edeceğim,genel,negatif,yok
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,kargo,pozitif,pozitif
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,ambalaj,pozitif,pozitif
daha çok yeni olduğu için performansına dair yorum yapamıyorum. ısınma sorunu yaşamadık paket kargo çok iyiydi hasarsızca geldi. ben Word vb. Office programları,genel,notr,yok
Dünyanın en kötü bilgisayarı kasma donma ne ararsan var,genel,negatif,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,kalite,yok,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,fiyat,yok,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,ses_goruntu,negatif,negatif
Ürün istediğim ses kalitesinde olmadığı için iademi kabul etmediler tredyol beni aradı kendileri de değil alıcak olan kişiler biraz daha para verip kaliteli ola,genel,negatif,yok
Çok yavaştı. Memnun kalmadık 1 hafta kullandık servislik oldu. Sonra başkasına satmak zorunda kaldık.,genel,negatif,negatif
1 yıldız bile hak etmiyor mecburiyetten onu da verdim hayatım da aldığım en dandik en kötü ürün ürünün kusurlu olmasına rağmen iade veya değişim almadılar yazık,genel,negatif,negatif
kızıma aldım çok kötü sürekli serviste ve dihim yapmıyorlar sarzi takılıyken bile kapaniuor,fiyat,yok,negatif
kızıma aldım çok kötü sürekli serviste ve dihim yapmıyorlar sarzi takılıyken bile kapaniuor,batarya,negatif,yok
kızıma aldım çok kötü sürekli serviste ve dihim yapmıyorlar sarzi takılıyken bile kapaniuor,genel,negatif,yok
bilgisayar hatalı çıktı kamera ve bulutut  hata veriyor sesi çok az ve kurulum yaptıktan sonra sürekli güncelleme yapıyor cihaz çok yavaş iade kodu oluşturdum d,kalite,negatif,negatif
bilgisayar hatalı çıktı kamera ve bulutut  hata veriyor sesi çok az ve kurulum yaptıktan sonra sürekli güncelleme yapıyor cihaz çok yavaş iade kodu oluşturdum d,ses_goruntu,negatif,negatif
bilgisayar hatalı çıktı kamera ve bulutut  hata veriyor sesi çok az ve kurulum yaptıktan sonra sürekli güncelleme yapıyor cihaz çok yavaş iade kodu oluşturdum d,genel,negatif,yok
Ürünü alalı 1 ay bile olmadan bozuldu ekran kapandı açılmıyo garanti kağıdı kayboldu gönderemedim elimde öyle kaldı ne yapmam gerekiyo garanti servisine faturay,kalite,negatif,negatif
Ürünü alalı 1 ay bile olmadan bozuldu ekran kapandı açılmıyo garanti kağıdı kayboldu gönderemedim elimde öyle kaldı ne yapmam gerekiyo garanti servisine faturay,ses_goruntu,negatif,negatif
Bir kaç gün önce elime ulaştı bugün kullanmak için açtım çok basit programlar yükledim googlechrome ve capcut bunları bile kaldırmadı o kadar yavaşki laptopu ka,kargo,yok,negatif
Bir kaç gün önce elime ulaştı bugün kullanmak için açtım çok basit programlar yükledim googlechrome ve capcut bunları bile kaldırmadı o kadar yavaşki laptopu ka,genel,negatif,yok
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,kargo,yok,negatif
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,fiyat,yok,negatif
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,batarya,negatif,negatif
5 para etmez ürün bugün teslim aldım şarjdan çıkardığın anda laptop batarya boş diyip kapanıyor bulaşmayın,genel,negatif,yok
Ocak ayında aldım 1 aydır kullanıyordum ki 15 gündür sürekli kapanıyor ve canı istediği zaman açılıyor malesef ki ucuz etin yahnisi yenmiyor !,fiyat,yok,negatif
Ocak ayında aldım 1 aydır kullanıyordum ki 15 gündür sürekli kapanıyor ve canı istediği zaman açılıyor malesef ki ucuz etin yahnisi yenmiyor !,genel,negatif,yok
ses sıkıntısı var,ses_goruntu,negatif,negatif
Ben ilk defa aldım ve çok pişmanım çalıştığım için ilk kullanmadım ve fark etmedim ama çok yavaş çalışıyor ve sürekli bir sayfada takılıp kalıyor kullanışını hi,fiyat,yok,pozitif
Ben ilk defa aldım ve çok pişmanım çalıştığım için ilk kullanmadım ve fark etmedim ama çok yavaş çalışıyor ve sürekli bir sayfada takılıp kalıyor kullanışını hi,genel,negatif,yok
bilgisayar sürekli kendi kendine kapanıyor,genel,negatif,negatif
sakın yanılıp almayın pişmanlık gidin iyi birşey alın tablet vs alın ama bu asla hem yavaş hem kendi kendine kapanıyor pişman olursunuz elimden cıkarmaya calısı,genel,negatif,negatif
ürününüz halen donuyor nasıl gönderebilirim işlem yapılmıyor,kalite,yok,negatif
ürününüz halen donuyor nasıl gönderebilirim işlem yapılmıyor,genel,negatif,yok
cok kasıyor 5 ay oldu alalı cidden hiç bişeyde yuklu degil,genel,negatif,negatif
ürün kargo hızı mükemmel onun dışında aşırı donuyor kurulumu daha yapamadım...,kargo,pozitif,negatif
ürün kargo hızı mükemmel onun dışında aşırı donuyor kurulumu daha yapamadım...,genel,negatif,yok
Çok kasıyor Öyle böyle değil yani 65 yaşın üzeri için alacaksanız efsane  ele geçmez,genel,negatif,negatif
Nasıl bir bilgisayar anlamadım. Alalı 1 hafta olmadı 3-4 gündür donuyor sistemi yavaş. Bu paraya demekki bu ürün. 9250 aldım indirimle. Keşke başka marka baksay,fiyat,yok,notr
Nasıl bir bilgisayar anlamadım. Alalı 1 hafta olmadı 3-4 gündür donuyor sistemi yavaş. Bu paraya demekki bu ürün. 9250 aldım indirimle. Keşke başka marka baksay,genel,negatif,yok
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,fiyat,pozitif,negatif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,ses_goruntu,negatif,negatif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,genel,negatif,yok
çok kasıyor kızım için almıştım hiç beğenmedim,genel,negatif,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,fiyat,yok,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,batarya,negatif,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,genel,negatif,yok
Çok yavaş kesinlikle almanızı tavsiye etmiyorum,genel,negatif,negatif
Aşırı yavaş ya,genel,negatif,negatif
Çok yavaş bazen donuyor,genel,negatif,negatif
Bi süredir kullanılıyorum ama donuyor ekranı çok geç açılıyor,ses_goruntu,yok,negatif
Bi süredir kullanılıyorum ama donuyor ekranı çok geç açılıyor,genel,negatif,yok
Çok kasıyor youtube falan zor kullanıyorum,genel,negatif,negatif
Gerçek güzel ve kullanışlı ben yks ye hazırlandığım için almıştım beğendim teşekkür ederim,genel,pozitif,pozitif
Normal bir süre sonra kullanamıyor kizim çok donyor yavaş çalişyır,genel,negatif,negatif
Aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,ses_goruntu,negatif,negatif
Aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,genel,negatif,yok
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,fiyat,yok,notr
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,genel,negatif,negatif
