yorum,cumle,aspect,sentiment
Nasıl bir bilgisayar anlamadım. Alalı 1 hafta olmadı 3-4 gündür donuyor sistemi yavaş. Bu paraya demekki bu ürün. 9250 aldım indirimle. Keşke başka marka baksay,9250 aldım indirimle,fiyat,notr
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı,fiyat,negatif
uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı. sizi bilmem ama bu tür şeyleri gidip mağazadan almak daha iyi.,uygun diye almıştım ilk açtığımda ekran karıncalandı bekledim defalarca başa sardı asla açmadı,ses_goruntu,negatif
çok kasıyor kızım için almıştım hiç beğenmedim,çok kasıyor kızım için almıştım hiç beğenmedim,genel,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz 2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,fiyat,negatif
şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz  2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,şarjı 3 4 saat falan dayanıyor birazda yavaş doluyor uzun süreçte pek iyi olmaz 2 3 sekme açıkken bile çok kasıyor fiyatında altında bir performans malesef,batarya,negatif
Çok yavaş kesinlikle almanızı tavsiye etmiyorum,çok yavaş kesinlikle almanızı tavsiye etmiyorum,genel,negatif
Aşırı yavaş ya,aşırı yavaş ya,genel,negatif
Çok yavaş bazen donuyor,çok yavaş bazen donuyor,genel,negatif
Bi süredir kullanılıyorum ama donuyor ekranı çok geç açılıyor,donuyor ekranı çok geç açılıyor,ses_goruntu,negatif
Çok kasıyor youtube falan zor kullanıyorum,çok kasıyor youtube falan zor kullanıyorum,genel,negatif
Gerçek güzel ve kullanışlı ben yks ye hazırlandığım için almıştım beğendim teşekkür ederim,gerçek güzel ve kullanışlı ben yks ye hazırlandığım için almıştım beğendim teşekkür ederim,genel,pozitif
Normal bir süre sonra kullanamıyor kizim çok donyor yavaş çalişyır,normal bir süre sonra kullanamıyor kizim çok donyor yavaş çalişyır,genel,negatif
Aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,aldıktan 3 ay sonra sesi çıkmamaya başladı ara ara kasmaya başladı,ses_goruntu,notr
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,ürün güzeldi,genel,pozitif
ürün güzeldi ama benim işimi tam olarak görmediği için iade etmek zorunda kaldım,benim işimi tam olarak görmediği için iade etmek zorunda kaldım,fiyat,notr
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,kargo,negatif
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,fiyat,negatif
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,ses_goruntu,negatif
sürekli kasma yapıyor dönüyor yavaş yavaş çalışıyor bunu nasıl düzeltebilirim,sürekli kasma yapıyor dönüyor yavaş yavaş çalışıyor bunu nasıl düzeltebilirim,kalite,negatif
Fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş kameranın tam üst tarafında kapakta kamerayı kapatmak isteyenler iç,fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş kameranın tam üst tarafında kapakta kamerayı kapatmak isteyenler iç,fiyat,negatif
Fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş kameranın tam üst tarafında kapakta kamerayı kapatmak isteyenler iç,fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş kameranın tam üst tarafında kapakta kamerayı kapatmak isteyenler iç,ses_goruntu,negatif
bilgisayar yavas cok hizli bsy beklemeyin,bilgisayar yavas cok hizli bsy beklemeyin,genel,notr
Kameram calısmıyor,kameram calısmıyor,ses_goruntu,notr
Çok yavaş çalışıyor idare edicm artık,çok yavaş çalışıyor idare edicm artık,genel,negatif
Ürün Orta Seviye Bir Bilgisayar İş Görür,ürün orta seviye bir bilgisayar iş görür,genel,notr
yavaş çalışıyor ama fp ürünü,fp ürünü,genel,notr
Hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar %0 oluyor anlamadım .,hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar 0 oluyor anlamadım,ses_goruntu,notr
idare eder dileyelim ram4 olunca kasıyor bazen,idare eder dileyelim ram4 olunca kasıyor bazen,genel,notr
fena değil kullanışlı fp ürünü,fena değil kullanışlı fp ürünü,genel,pozitif
bu ekranda kaldı ne ileri gidiyor ne geri napicam,bu ekranda kaldı ne ileri gidiyor ne geri napicam,ses_goruntu,notr
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,ürün güzel kargolanmıştı,kargo,pozitif
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,bataryası ölü geldi,kargo,notr
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,bataryası ölü geldi,batarya,notr
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık,kargo,notr
aldıktan iki ay sonra daha doğru düzgün kullanmama rağmen şarji hiç dolmuyor prizden çıkardığım an kapanıyor hep 0 gösteriyor,aldıktan iki ay sonra daha doğru düzgün kullanmama rağmen şarji hiç dolmuyor prizden çıkardığım an kapanıyor hep 0 gösteriyor,batarya,negatif
malesefki çok ağır,malesefki çok ağır,genel,negatif
pın istiyor nasıl yapicam onu,pın istiyor nasıl yapicam onu,genel,notr
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,ürünü aldık sık tasarım güzel,genel,pozitif
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı şarj erken bi,batarya,negatif
şimdiden kasıyor ☹️,şimdiden kasıyor,genel,negatif
çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,batarya,negatif
günlük kullanım için çok güzel tavsiye edilirr,günlük kullanım için çok güzel tavsiye edilirr,genel,pozitif
en alt seviye şarkı aralıksız 4 saat gidiyor şimdilik sadece internet ve film izliyorum oyun oynamadım oynamaz sanırım,en alt seviye şarkı aralıksız 4 saat gidiyor şimdilik sadece internet ve film izliyorum oyun oynamadım oynamaz sanırım,batarya,notr
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,kutu içerisinden şarj kablosu ve adaptör çıkmadı,batarya,notr
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,kutu içerisinden şarj kablosu ve adaptör çıkmadı,ambalaj,notr
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,ürün eksık geldı,genel,notr
Ürün geldi fakat kamerası açılmıyor siyah ekran nasıl düzeltebilirim,ürün geldi,kargo,notr
Ürün geldi fakat kamerası açılmıyor siyah ekran nasıl düzeltebilirim,kamerası açılmıyor siyah ekran nasıl düzeltebilirim,ses_goruntu,negatif
arada kasması dışında sorun yok,arada kasması dışında sorun yok,genel,negatif
ürün gayet iyi kullanılır,ürün gayet iyi kullanılır,genel,pozitif
Ürün günlük kullanım için iyi ama ciddi ısınma problemi var alacak arkadaşlar bunu göze alıp almalı,ürün günlük kullanım için iyi,genel,pozitif
Ses çok kısık,ses çok kısık,ses_goruntu,notr
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,ürün sorunsuz teslim edildi,kargo,pozitif
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,kurulum da sorun yaşıyorum cihaz ilk kurulum da wi-fi bulmuyor,genel,notr
Bu fiyatta bu bilgisayar anca ama yani beğenmedim,bu fiyatta bu bilgisayar anca,fiyat,notr
işte idare eder iş görür sınava hazırlanıyorum işimi goruyorum ha dersen Cook iyi değil eh işte F/P ürün,işte idare eder iş görür sınava hazırlanıyorum işimi goruyorum ha dersen cook iyi değil eh işte f p ürün,genel,pozitif
öncelikle satıcıya çok tesekkür ederim bizi iade konusunda mağdur etmediği için.  Bilgisayar çok yavaş kurulum yapamadık. tercihimize göre iade ettik başka mode,öncelikle satıcıya çok tesekkür ederim bizi iade konusunda mağdur etmediği için. bilgisayar çok yavaş kurulum yapamadık. tercihimize göre iade ettik başka mode,genel,negatif
Begenmedım ekran kalıtesını,begenmedım ekran kalıtesını,ses_goruntu,notr
elime ulaştı sorunsuz bir şekilde yeni kullanmaya başladım  biraz kasıyor gibi,elime ulaştı sorunsuz bir şekilde yeni kullanmaya başladım biraz kasıyor gibi,kargo,notr
Daha geleli 1 hafta olmadı ses sistemi gitti bı türlüde çözülmedi ne biçim iş bu,daha geleli 1 hafta olmadı ses sistemi gitti bı türlüde çözülmedi ne biçim iş bu,ses_goruntu,negatif
ürün çok yavaştı kaplumbağa gibi malesef iade,ürün çok yavaştı kaplumbağa gibi malesef iade,genel,negatif
Yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,fiyat,negatif
Yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,ses_goruntu,negatif
güzel  kyllanışlı,güzel kyllanışlı,genel,pozitif
Altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi. şimdi tekrar kendiliğinden kapandı yolladım bir kaç arıza saydıl,altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi,kargo,notr
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,fiyat,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,bugün geldi bi tık yavaş,kargo,negatif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,kargo,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),kargo gayet hızlıydı paketleme de iyiydi,kargo,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),kargo gayet hızlıydı paketleme de iyiydi,ambalaj,pozitif
ürün süper  paketleme harika,ürün süper paketleme harika,ambalaj,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,hızlı teslimat paketlemesi baya iyi güzel görünüyor fiyatına göre çok iyi alınır,kargo,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,hızlı teslimat paketlemesi baya iyi güzel görünüyor fiyatına göre çok iyi alınır,fiyat,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,hızlı teslimat paketlemesi baya iyi güzel görünüyor fiyatına göre çok iyi alınır,ses_goruntu,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,hızlı teslimat paketlemesi baya iyi güzel görünüyor fiyatına göre çok iyi alınır,ambalaj,pozitif
güzel beğendim İnşallah bi sorun olmaz,güzel beğendim inşallah bi sorun olmaz,genel,pozitif
güzel ürünl,güzel ürünl,genel,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyat,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,batarya,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,ses_goruntu,pozitif
Süper değil ama güzel ben dizi izlemek için aldım işimi görüyor,güzel ben dizi izlemek için aldım işimi görüyor,fiyat,pozitif
hiç güzel değil,hiç güzel değil,genel,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o","cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz",batarya,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",bu yüzden bir puan kırdım,genel,notr
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",genel o,genel,notr
Öğrenci işi güzel,öğrenci işi güzel,genel,pozitif
aldım ama hâlâ doğru düzgün kullanmadım sanki yavaş çalışıyor açıkçası keşke mağazasından alsaydım diyorum kurulumunu yanlış yapmışta olabilirim,aldım,fiyat,notr
fiyatına göre gayet iyi,fiyatına göre gayet iyi,fiyat,pozitif
iyi kullanisli,iyi kullanisli,genel,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum,kargo,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum,ambalaj,pozitif
Müzik ve fılıme bıre bır,müzik ve fılıme bıre bır,genel,notr
güzel memnunuz kardesime aldik,güzel memnunuz kardesime aldik,genel,pozitif
Bir süredir kullanıyorum çok memnunum,bir süredir kullanıyorum çok memnunum,genel,pozitif
"..,?!?,…,,???!!","..,?!?, ,,??!!",genel,notr
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım,genel,negatif
fiyatına göre çok iyii,fiyatına göre çok iyii,fiyat,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,fiyata göre performansi iyi,fiyat,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,firma ürününün arkasında duru,genel,notr
iyi kullanışlı bir ürün,iyi kullanışlı bir ürün,genel,pozitif
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,kargo,notr
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat,notr
Vasat ürün,vasat ürün,genel,negatif
Merhaba sizden yeni aldığım Casper Nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor ancak maximum 4 saat sonunda şarjı bitiyor. N,merhaba sizden yeni aldığım casper nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor,batarya,notr
Merhaba sizden yeni aldığım Casper Nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor ancak maximum 4 saat sonunda şarjı bitiyor. N,maximum 4 saat sonunda şarjı bitiyor,batarya,notr
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,kalite,notr
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,fiyat,notr
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,notr
Ürün güzel ve hızlı geldi teşekkür ediyorum,ürün güzel ve hızlı geldi teşekkür ediyorum,kargo,pozitif
acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,fiyat,pozitif
Öğrenci indirimiyle aldım,öğrenci indirimiyle aldım,fiyat,notr
Uzun zamandır kullanıyorum memnunum,uzun zamandır kullanıyorum memnunum,genel,pozitif
idare eder,idare eder,genel,pozitif
ürünün görünüş fena değil ama hiçbişey yüklü değil. Herşeyi kendin indiriyosun,ürünün görünüş fena değil,genel,pozitif
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,ürünüm elime ulaştı,kargo,notr
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz,batarya,notr
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,şarj olmuyor,batarya,negatif
Günlük kullanım için ideal,günlük kullanım için ideal,genel,notr
günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim. çok yüksek bir performans beklemeyin derim.,günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim,fiyat,notr
diski biraz düşük,diski biraz düşük,genel,negatif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,fiyat,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,ambalaj,pozitif
ben indirdimdeyken aldım gayet iyi iş görür,ben indirdimdeyken aldım gayet iyi iş görür,fiyat,pozitif
beğendim beklediğim gibi geldi,beğendim beklediğim gibi geldi,kargo,pozitif
beğendim beklediğim gibi geldi,beğendim beklediğim gibi geldi,kalite,pozitif
Gayet güzel,gayet güzel,genel,pozitif
Kargo aşırı hızlıydı ben ilçede oturuyorum siparişimin ertesi günü geldi.  Ben pek anlamam bilgisayar özelliklerinden baktığım zaman öyle hoş yani,kargo aşırı hızlıydı ben ilçede oturuyorum siparişimin ertesi günü geldi,kargo,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,beklediğimden iyi geldi çok iyi paketlenmiş,kargo,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,beklediğimden iyi geldi çok iyi paketlenmiş,kalite,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,beklediğimden iyi geldi çok iyi paketlenmiş,ambalaj,pozitif
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,kalite,notr
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,ses_goruntu,notr
resimdeki gibi henüz herhangi bir sıkıntı yaşamadım,resimdeki gibi henüz herhangi bir sıkıntı yaşamadım,genel,notr
ürünü beğendim paketlemesi çok iyiydi  ders çalışmak için çok güzel bir bilgisayar,ürünü beğendim paketlemesi çok iyiydi ders çalışmak için çok güzel bir bilgisayar,ambalaj,pozitif
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,fiyat,pozitif
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,ambalaj,pozitif
memnun sağlam geldi teşekkürler herkese tavsiye ederim,memnun sağlam geldi teşekkürler herkese tavsiye ederim,kargo,pozitif
Ürün çok güzel teşekkür ederim hiç tereddütsüz alabilirsiniz,ürün çok güzel teşekkür ederim hiç tereddütsüz alabilirsiniz,genel,pozitif
gayet iyi kargoda gayet güzel gelsi,gayet iyi kargoda gayet güzel gelsi,kargo,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,kargo,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,fiyat,pozitif
çok güzel kızlarım beyendi,çok güzel kızlarım beyendi,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,ürün hızlı bir şekilde elime ulaştı,kargo,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz,genel,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,tasarımı şık ve güzel fiyat performans,fiyat,pozitif
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,aylar sonra yorumum. win 11 de çok kasıyor. win 8 de kullanıyorum. daha akışkan oluyor. celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. b,genel,negatif
Harika sorunsuz elime ulaştı teşekkürler,harika sorunsuz elime ulaştı teşekkürler,kargo,pozitif
Harika walla,harika walla,genel,pozitif
cok güzel tavsiye ederim,cok güzel tavsiye ederim,genel,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,üründen de memnunum paketlemesinden de,ambalaj,pozitif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,ses_goruntu,negatif
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,bugün elime geçti çabuk düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler,kalite,notr
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,bugün elime geçti çabuk düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler,ambalaj,notr
biraz yavaş onun dışında bir problem yok,biraz yavaş onun dışında bir problem yok,genel,negatif
Sorunsuz geldi teşekkürler,sorunsuz geldi teşekkürler,kargo,pozitif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,kargo,notr
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,fiyatına göre gayet başarılı bir ürün,fiyat,pozitif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç bir uygulamaya inmiyor,batarya,negatif
